14,7,1,1,904.780,66.874,956.668,211.531
13,7,1,1,1388.498,-3.884,1435.356,125.542
12,7,1,1,1469.954,27.150,1521.962,165.633
11,7,1,1,1646.735,108.389,1714.783,272.022
10,7,1,1,1807.236,171.733,1895.752,357.927
8,7,1,1,1611.216,619.303,1722.945,915.091
7,7,1,1,693.828,952.688,824.653,1329.423
6,7,1,1,848.666,412.997,930.753,654.715
5,7,1,1,818.504,229.484,885.449,420.018
4,7,1,1,738.764,210.974,804.767,395.227
3,7,1,1,318.501,217.349,395.023,399.343
2,7,1,1,245.341,309.177,333.582,516.791
1,7,1,1,181.580,813.114,323.646,1159.301
14,8,1,1,906.914,66.008,958.697,210.374
13,8,1,1,1392.327,-5.995,1439.079,123.139
12,8,1,1,1471.445,26.987,1523.469,165.515
11,8,1,1,1647.015,107.316,1715.012,270.824
10,8,1,1,1809.633,171.410,1898.295,357.909
8,8,1,1,1612.045,622.023,1724.033,918.499
7,8,1,1,699.156,946.736,829.247,1321.357
6,8,1,1,844.645,416.264,927.024,658.839
5,8,1,1,822.106,228.693,888.955,418.952
4,8,1,1,741.450,210.022,807.302,393.851
3,8,1,1,322.851,215.217,399.069,396.490
2,8,1,1,239.415,311.533,328.064,520.108
1,8,1,1,173.966,819.860,316.937,1168.253
14,9,1,1,909.048,65.142,960.727,209.216
13,9,1,1,1396.156,-8.105,1442.801,120.735
12,9,1,1,1472.936,26.824,1524.977,165.397
11,9,1,1,1647.296,106.242,1715.242,269.626
10,9,1,1,1812.031,171.087,1900.838,357.891
9,9,1,1,1651.613,947.942,1790.063,1358.356
8,9,1,1,1612.873,624.744,1725.121,921.907
7,9,1,1,704.487,940.791,833.840,1313.286
6,9,1,1,840.625,419.533,923.294,662.962
5,9,1,1,825.709,227.902,892.461,417.887
4,9,1,1,744.137,209.071,809.837,392.475
3,9,1,1,327.201,213.086,403.115,393.636
2,9,1,1,233.490,313.892,322.545,523.421
1,9,1,1,166.354,826.613,310.224,1177.197
14,10,1,1,911.183,64.276,962.756,208.058
13,10,1,1,1399.985,-10.215,1446.523,118.331
12,10,1,1,1474.426,26.661,1526.485,165.280
11,10,1,1,1647.577,105.168,1715.471,268.428
10,10,1,1,1814.428,170.764,1903.380,357.873
9,10,1,1,1655.607,954.836,1794.803,1367.460
8,10,1,1,1613.702,627.466,1726.209,925.314
7,10,1,1,709.820,934.851,838.430,1305.208
6,10,1,1,836.606,422.803,919.564,667.083
5,10,1,1,829.312,227.111,895.967,416.821
4,10,1,1,746.824,208.120,812.371,391.098
3,10,1,1,331.551,210.957,407.160,390.781
2,10,1,1,227.566,316.254,317.025,526.733
1,10,1,1,158.745,833.374,303.509,1186.135
14,11,1,1,913.317,63.411,964.786,206.900
13,11,1,1,1403.814,-12.324,1450.245,115.926
12,11,1,1,1475.917,26.498,1527.992,165.162
11,11,1,1,1647.857,104.095,1715.700,267.230
10,11,1,1,1816.826,170.441,1905.922,357.855
9,11,1,1,1659.603,961.736,1799.540,1376.557
8,11,1,1,1614.531,630.188,1727.296,928.721
7,11,1,1,715.155,928.918,843.018,1297.124
6,11,1,1,832.587,426.075,915.833,671.203
5,11,1,1,832.915,226.321,899.474,415.755
4,11,1,1,749.511,207.170,814.905,389.720
3,11,1,1,335.902,208.829,411.205,387.924
2,11,1,1,221.643,318.617,311.505,530.043
1,11,1,1,151.139,840.140,296.791,1195.066
14,12,1,1,918.465,67.172,970.247,211.765
13,12,1,1,1406.987,-13.210,1453.651,114.336
12,12,1,1,1476.073,18.577,1527.750,155.486
11,12,1,1,1644.517,100.157,1711.803,261.733
10,12,1,1,1816.191,167.569,1905.503,353.656
8,12,1,1,1618.960,644.376,1733.299,947.026
7,12,1,1,712.007,926.707,840.173,1294.408
6,12,1,1,825.589,422.682,909.055,667.341
5,12,1,1,834.538,217.916,900.379,405.598
4,12,1,1,753.133,204.454,818.492,387.173
3,12,1,1,335.333,212.611,410.598,392.883
2,12,1,1,216.945,315.189,307.307,525.068
1,12,1,1,145.853,836.963,292.171,1193.949
14,13,1,1,920.938,66.839,972.663,211.272
13,13,1,1,1410.757,-15.218,1457.323,112.059
12,13,1,1,1477.419,17.517,1529.056,154.321
11,13,1,1,1644.391,98.750,1711.568,260.064
10,13,1,1,1818.270,166.907,1907.691,353.221
8,13,1,1,1620.203,648.409,1734.929,952.084
7,13,1,1,716.409,921.168,843.906,1286.952
6,13,1,1,821.245,425.173,904.973,670.597
5,13,1,1,837.914,216.273,903.598,403.508
4,13,1,1,755.924,203.316,821.146,385.654
3,13,1,1,339.118,211.190,414.133,390.862
2,13,1,1,211.189,316.824,301.905,527.525
1,13,1,1,138.507,842.634,285.690,1201.730
14,14,1,1,923.145,65.898,974.819,210.316
12,14,1,1,1477.621,16.810,1529.216,153.125
11,14,1,1,1643.519,99.468,1710.620,260.560
10,14,1,1,1820.333,164.548,1909.989,350.126
8,14,1,1,1621.028,649.909,1736.156,954.620
7,14,1,1,719.901,914.424,846.956,1278.182
6,14,1,1,818.505,426.260,902.480,671.751
5,14,1,1,840.136,216.186,905.668,403.183
4,14,1,1,759.344,199.861,824.291,381.571
3,14,1,1,342.462,211.770,417.296,391.839
2,14,1,1,206.501,320.903,298.019,531.821
1,14,1,1,129.395,845.829,277.383,1207.109
15,15,1,1,1807.785,286.079,1906.478,499.115
14,15,1,1,925.588,65.504,977.208,209.769
12,15,1,1,1478.848,15.775,1530.396,151.968
11,15,1,1,1643.314,98.287,1710.308,259.122
10,15,1,1,1822.424,163.669,1912.175,349.443
8,15,1,1,1622.228,653.674,1737.741,959.406
7,15,1,1,724.217,908.747,850.605,1270.595
6,15,1,1,814.337,428.582,898.562,674.801
5,15,1,1,843.387,214.716,908.765,401.274
4,15,1,1,762.200,198.477,827.000,379.777
3,15,1,1,346.194,210.592,420.798,390.108
2,15,1,1,200.879,322.762,292.759,534.510
1,15,1,1,121.863,851.253,270.704,1214.617
15,16,1,1,1808.208,290.251,1907.294,504.250
14,16,1,1,927.348,63.599,978.841,207.582
12,16,1,1,1478.927,16.300,1530.504,152.311
11,16,1,1,1642.224,99.342,1709.183,260.140
10,16,1,1,1824.752,162.621,1914.804,347.942
8,16,1,1,1621.292,655.167,1737.052,961.639
7,16,1,1,728.180,904.291,854.143,1264.535
6,16,1,1,811.499,431.646,896.062,678.311
5,16,1,1,845.250,215.049,910.552,401.557
4,16,1,1,766.193,196.604,830.780,377.447
3,16,1,1,349.315,208.844,423.623,388.308
2,16,1,1,195.500,326.673,288.201,538.885
1,16,1,1,112.001,858.101,261.892,1224.540
15,17,1,1,1808.457,292.863,1907.782,507.379
14,17,1,1,929.721,63.053,981.154,206.870
12,17,1,1,1480.041,15.416,1531.573,151.311
11,17,1,1,1641.931,98.391,1708.788,258.946
10,17,1,1,1826.880,161.698,1917.022,347.204
8,17,1,1,1622.276,658.705,1738.410,966.167
7,17,1,1,732.469,898.741,857.773,1257.098
6,17,1,1,807.471,434.031,892.281,681.419
5,17,1,1,848.361,213.769,913.517,399.861
4,17,1,1,769.162,195.174,833.597,375.595
3,17,1,1,352.979,207.629,427.062,386.550
2,17,1,1,189.922,328.712,282.993,541.771
1,17,1,1,104.238,863.702,254.994,1232.256
15,18,1,1,1809.076,296.412,1908.799,511.910
14,18,1,1,931.507,61.328,982.799,204.804
12,18,1,1,1479.507,15.868,1531.066,151.657
11,18,1,1,1640.988,97.982,1707.767,258.399
10,18,1,1,1827.650,162.357,1918.077,347.609
8,18,1,1,1620.926,663.619,1737.408,972.244
7,18,1,1,736.803,897.264,861.798,1254.668
6,18,1,1,803.943,439.468,889.233,687.737
5,18,1,1,850.153,212.614,915.189,398.499
4,18,1,1,773.483,195.816,837.838,376.191
3,18,1,1,356.172,204.646,429.881,383.239
2,18,1,1,184.491,330.836,278.313,544.212
1,18,1,1,92.939,872.586,244.956,1245.099
16,19,1,1,1752.250,605.498,1873.638,902.044
15,19,1,1,1809.415,299.269,1909.415,515.365
14,19,1,1,933.823,60.668,985.050,203.963
12,19,1,1,1480.465,15.109,1531.983,150.788
11,19,1,1,1640.633,97.085,1707.313,257.264
10,19,1,1,1829.657,161.565,1920.174,347.001
8,19,1,1,1621.685,667.298,1738.540,976.911
7,19,1,1,741.104,892.122,865.458,1247.692
6,19,1,1,799.969,442.142,885.515,691.156
5,19,1,1,853.137,211.352,918.031,396.828
4,19,1,1,776.581,194.594,840.792,374.565
3,19,1,1,359.786,203.277,433.266,381.317
2,19,1,1,178.944,332.858,273.138,547.081
1,19,1,1,84.844,878.557,237.751,1253.252
16,20,1,1,1751.916,607.061,1873.445,903.950
15,20,1,1,1809.755,302.126,1910.031,518.818
14,20,1,1,936.138,60.008,987.301,203.122
12,20,1,1,1481.423,14.351,1532.899,149.920
11,20,1,1,1640.277,96.188,1706.858,256.129
10,20,1,1,1831.664,160.773,1922.271,346.393
8,20,1,1,1622.445,670.979,1739.672,981.577
7,20,1,1,745.407,886.986,869.116,1240.711
6,20,1,1,795.996,444.817,881.798,694.574
5,20,1,1,856.122,210.090,920.872,395.157
4,20,1,1,779.680,193.372,843.746,372.938
3,20,1,1,363.400,201.909,436.651,379.394
2,20,1,1,173.397,334.880,267.963,549.948
1,20,1,1,76.752,884.535,230.543,1261.398
16,21,1,1,1751.582,608.625,1873.251,905.857
15,21,1,1,1810.096,304.985,1910.647,522.271
14,21,1,1,938.454,59.349,989.552,202.280
13,21,1,1,1440.920,-31.278,1486.696,93.839
12,21,1,1,1482.382,13.593,1533.816,149.052
11,21,1,1,1639.922,95.291,1706.404,254.994
10,21,1,1,1833.672,159.981,1924.368,345.785
9,21,1,1,1699.666,1031.039,1846.812,1467.231
8,21,1,1,1623.205,674.661,1740.803,986.241
7,21,1,1,749.712,881.854,872.772,1233.725
6,21,1,1,792.023,447.493,878.079,697.991
5,21,1,1,859.108,208.829,923.714,393.486
4,21,1,1,782.779,192.151,846.700,371.311
3,21,1,1,367.014,200.541,440.036,377.470
2,21,1,1,167.851,336.905,262.787,552.814
1,21,1,1,68.662,890.520,223.333,1269.538
16,22,1,1,1751.248,610.189,1873.057,907.763
15,22,1,1,1810.436,307.844,1911.262,525.724
14,22,1,1,940.770,58.689,991.802,201.439
13,22,1,1,1444.691,-33.284,1490.367,91.560
12,22,1,1,1483.340,12.834,1534.732,148.184
11,22,1,1,1639.567,94.395,1705.949,253.858
10,22,1,1,1835.679,159.189,1926.464,345.176
9,22,1,1,1703.681,1037.998,1851.530,1476.270
8,22,1,1,1623.966,678.344,1741.933,990.903
7,22,1,1,754.018,876.728,876.426,1226.734
6,22,1,1,788.051,450.171,874.361,701.407
5,22,1,1,862.093,207.569,926.555,391.813
4,22,1,1,785.877,190.930,849.654,369.684
3,22,1,1,370.629,199.174,443.421,375.545
2,22,1,1,162.306,338.931,257.610,555.679
1,22,1,1,60.574,896.510,216.121,1277.671
16,23,1,1,1750.915,611.753,1872.864,909.668
15,23,1,1,1810.777,310.704,1911.877,529.175
14,23,1,1,943.086,58.029,994.053,200.598
13,23,1,1,1448.462,-35.290,1494.038,89.281
12,23,1,1,1484.298,12.076,1535.649,147.315
11,23,1,1,1639.212,93.499,1705.494,252.722
10,23,1,1,1837.686,158.397,1928.561,344.568
9,23,1,1,1707.699,1044.962,1856.246,1485.303
8,23,1,1,1624.728,682.029,1743.063,995.564
7,23,1,1,758.326,871.606,880.079,1219.739
6,23,1,1,784.079,452.849,870.642,704.822
5,23,1,1,865.078,206.309,929.396,390.141
4,23,1,1,788.976,189.710,852.608,368.056
3,23,1,1,374.244,197.808,446.805,373.619
2,23,1,1,156.761,340.959,252.433,558.541
1,23,1,1,52.489,902.506,208.905,1285.799
16,24,1,1,1750.581,613.317,1872.670,911.574
15,24,1,1,1811.119,313.565,1912.491,532.625
14,24,1,1,945.402,57.370,996.304,199.756
13,24,1,1,1452.233,-37.296,1497.709,87.002
12,24,1,1,1485.256,11.318,1536.565,146.447
11,24,1,1,1638.857,92.603,1705.040,251.586
10,24,1,1,1839.693,157.606,1930.658,343.960
9,24,1,1,1711.718,1051.931,1860.960,1494.332
8,24,1,1,1625.490,685.716,1744.192,1000.223
7,24,1,1,762.636,866.490,883.730,1212.738
6,24,1,1,780.107,455.529,866.922,708.236
5,24,1,1,868.064,205.049,932.237,388.468
4,24,1,1,792.076,188.490,855.561,366.427
3,24,1,1,377.860,196.443,450.188,371.693
2,24,1,1,151.218,342.988,247.255,561.403
1,24,1,1,44.407,908.508,201.688,1293.921
16,25,1,1,1750.248,614.881,1872.476,913.480
15,25,1,1,1811.461,316.426,1913.105,536.075
14,25,1,1,947.718,56.710,998.555,198.914
13,25,1,1,1456.005,-39.301,1501.379,84.722
12,25,1,1,1486.215,10.560,1537.482,145.578
11,25,1,1,1638.502,91.707,1704.585,250.450
10,25,1,1,1841.700,156.814,1932.754,343.351
9,25,1,1,1715.739,1058.904,1865.673,1503.357
8,25,1,1,1626.253,689.404,1745.321,1004.881
7,25,1,1,766.947,861.378,887.379,1205.732
6,25,1,1,776.136,458.209,863.202,711.649
5,25,1,1,871.049,203.790,935.078,386.794
4,25,1,1,795.175,187.271,858.514,364.798
3,25,1,1,381.476,195.079,453.572,369.765
2,25,1,1,145.674,345.019,242.076,564.262
1,25,1,1,36.327,914.516,194.468,1302.037
16,26,1,1,1733.506,636.039,1856.214,939.446
15,26,1,1,1808.004,304.480,1908.532,522.217
14,26,1,1,946.160,56.927,996.903,199.052
12,26,1,1,1484.200,6.756,1535.354,140.770
11,26,1,1,1640.961,87.388,1706.937,245.545
8,26,1,1,1619.829,696.560,1739.199,1014.202
7,26,1,1,778.012,860.343,898.512,1206.267
6,26,1,1,773.098,457.769,860.687,711.002
5,26,1,1,873.708,199.883,937.454,382.460
4,26,1,1,806.807,185.520,869.976,363.183
3,26,1,1,386.161,195.952,457.951,371.731
2,26,1,1,136.717,346.484,235.007,564.958
1,26,1,1,13.163,910.523,173.384,1305.287
16,27,1,1,1731.194,640.043,1854.156,944.076
15,27,1,1,1807.994,306.008,1908.688,524.108
14,27,1,1,948.205,56.332,998.883,198.275
12,27,1,1,1484.953,5.767,1536.056,139.646
11,27,1,1,1640.803,86.247,1706.675,244.154
8,27,1,1,1620.087,700.522,1739.828,1019.152
7,27,1,1,782.797,855.577,902.677,1199.724
6,27,1,1,769.202,460.204,857.041,714.160
5,27,1,1,876.668,198.445,940.266,380.595
4,27,1,1,810.497,184.279,873.524,361.540
3,27,1,1,389.842,194.787,461.413,370.031
2,27,1,1,130.980,348.409,229.652,567.733
1,27,1,1,4.049,915.943,165.184,1312.957
16,28,1,1,1728.883,644.047,1852.098,948.707
15,28,1,1,1807.983,307.537,1908.845,525.998
14,28,1,1,950.250,55.737,1000.863,197.498
12,28,1,1,1485.707,4.779,1536.758,138.522
11,28,1,1,1640.646,85.105,1706.414,242.763
8,28,1,1,1620.346,704.486,1740.456,1024.100
7,28,1,1,787.584,850.817,906.842,1193.176
6,28,1,1,765.306,462.641,853.394,717.317
5,28,1,1,879.628,197.008,943.077,378.731
4,28,1,1,814.188,183.037,877.072,359.897
3,28,1,1,393.523,193.622,464.875,368.330
2,28,1,1,125.244,350.336,224.297,570.507
1,28,1,1,-5.062,921.368,156.981,1320.621
16,29,1,1,1725.045,645.637,1847.884,951.717
15,29,1,1,1804.179,311.441,1904.874,530.421
14,29,1,1,951.820,53.479,1002.262,194.835
12,29,1,1,1487.198,6.299,1538.357,139.922
11,29,1,1,1643.113,86.341,1709.025,244.047
8,29,1,1,1623.406,708.465,1743.910,1029.869
7,29,1,1,790.091,847.457,909.089,1190.020
6,29,1,1,759.561,465.041,848.107,719.885
5,29,1,1,883.868,196.763,947.176,378.367
4,29,1,1,814.952,180.716,877.631,357.271
3,29,1,1,399.341,193.617,470.417,368.871
2,29,1,1,116.351,353.395,216.884,573.482
1,29,1,1,-14.434,931.440,149.182,1337.563
16,30,1,1,1721.890,649.970,1844.718,957.363
15,30,1,1,1802.756,314.645,1903.490,534.272
14,30,1,1,953.794,52.339,1004.115,193.394
12,30,1,1,1488.466,6.026,1539.664,139.525
11,30,1,1,1644.026,85.801,1709.970,243.396
8,30,1,1,1625.115,713.854,1746.084,1036.930
7,30,1,1,793.696,843.783,912.275,1185.672
6,30,1,1,754.987,468.547,843.948,723.967
5,30,1,1,887.327,195.156,950.464,376.411
4,30,1,1,817.433,180.017,879.983,356.358
3,30,1,1,404.021,192.236,474.810,367.427
2,30,1,1,109.144,355.166,210.619,575.496
1,30,1,1,-23.384,939.336,141.447,1350.573
16,31,1,1,1718.394,654.990,1841.299,963.668
14,31,1,1,955.875,51.342,1006.089,192.127
12,31,1,1,1489.861,5.409,1541.077,138.771
11,31,1,1,1645.119,84.524,1711.056,241.912
8,31,1,1,1626.964,719.931,1748.441,1044.729
7,31,1,1,797.018,840.136,915.154,1181.134
6,31,1,1,750.352,472.748,839.740,728.931
5,31,1,1,890.546,193.028,953.490,373.820
4,31,1,1,819.848,179.897,882.309,356.094
3,31,1,1,408.079,190.022,478.561,364.889
2,31,1,1,102.122,356.281,204.376,576.925
1,31,1,1,-31.759,947.429,134.202,1363.430
16,32,1,1,1714.477,659.589,1837.455,969.453
14,32,1,1,957.878,50.602,1008.000,191.154
12,32,1,1,1491.286,4.443,1542.503,137.634
11,32,1,1,1646.027,82.856,1711.927,239.972
8,32,1,1,1629.260,726.202,1751.280,1052.784
7,32,1,1,800.056,835.817,917.725,1175.782
6,32,1,1,745.659,476.900,835.476,733.905
5,32,1,1,893.297,190.593,956.034,370.845
4,32,1,1,822.458,179.937,884.847,356.032
3,32,1,1,411.819,187.505,481.985,361.925
2,32,1,1,95.490,357.251,198.451,578.240
1,32,1,1,-39.785,955.053,127.254,1375.662
16,33,1,1,1710.070,663.872,1833.093,974.850
14,33,1,1,959.742,50.067,1009.784,190.422
12,33,1,1,1492.859,3.017,1544.060,135.981
11,33,1,1,1646.678,80.908,1712.516,237.694
8,33,1,1,1631.963,731.822,1754.529,1060.164
7,33,1,1,803.013,830.645,920.182,1169.449
6,33,1,1,740.766,480.551,830.999,738.361
5,33,1,1,895.910,188.570,958.449,368.298
4,33,1,1,825.040,179.937,887.368,355.951
3,33,1,1,415.135,184.955,484.984,358.863
2,33,1,1,88.969,358.969,192.644,580.403
1,33,1,1,-47.468,961.741,120.599,1386.781
16,34,1,1,1707.069,668.048,1830.336,979.639
14,34,1,1,961.735,49.303,1011.703,189.452
12,34,1,1,1493.876,2.190,1545.033,135.036
11,34,1,1,1647.006,79.805,1712.752,236.372
8,34,1,1,1632.996,736.486,1755.957,1065.885
7,34,1,1,807.188,826.247,923.776,1163.371
6,34,1,1,736.539,483.421,827.031,741.971
5,34,1,1,898.939,187.006,961.325,366.295
4,34,1,1,828.205,179.009,890.400,354.646
3,34,1,1,418.982,183.580,488.617,356.954
2,34,1,1,82.801,360.679,186.878,582.970
1,34,1,1,-56.291,968.485,112.751,1395.991
16,35,1,1,1704.069,672.224,1827.577,984.427
14,35,1,1,963.728,48.539,1013.623,188.483
12,35,1,1,1494.894,1.364,1546.005,134.091
11,35,1,1,1647.334,78.701,1712.988,235.049
8,35,1,1,1634.030,741.152,1757.384,1071.605
7,35,1,1,811.365,821.853,927.369,1157.289
6,35,1,1,732.312,486.293,823.062,745.579
5,35,1,1,901.969,185.443,964.201,364.291
4,35,1,1,831.371,178.081,893.431,353.339
3,35,1,1,422.829,182.206,492.249,355.045
2,35,1,1,76.634,362.391,181.111,585.536
1,35,1,1,-65.112,975.237,104.900,1405.195
16,36,1,1,1701.069,676.401,1824.819,989.214
14,36,1,1,965.721,47.775,1015.542,187.513
12,36,1,1,1495.912,0.537,1546.977,133.146
11,36,1,1,1647.662,77.598,1713.224,233.727
8,36,1,1,1635.064,745.819,1758.810,1077.322
7,36,1,1,815.543,817.464,930.961,1151.203
6,36,1,1,728.085,489.166,819.092,749.186
5,36,1,1,904.998,183.881,967.077,362.286
4,36,1,1,834.536,177.154,896.462,352.033
3,36,1,1,426.676,180.832,495.881,353.135
2,36,1,1,70.467,364.104,175.343,588.101
1,36,1,1,-73.930,981.996,97.047,1414.392
16,37,1,1,1693.280,674.775,1816.412,988.456
14,37,1,1,969.539,49.872,1019.371,189.790
12,37,1,1,1498.210,-3.418,1549.231,128.536
11,37,1,1,1646.936,74.462,1712.387,229.987
8,37,1,1,1641.551,747.099,1765.886,1080.769
7,37,1,1,816.531,808.615,931.461,1141.765
6,37,1,1,721.132,489.628,812.641,750.033
5,37,1,1,905.476,186.051,967.508,364.487
4,37,1,1,835.638,174.149,897.443,348.835
3,37,1,1,427.496,179.479,496.397,351.633
2,37,1,1,65.110,371.643,171.502,596.319
16,38,1,1,1689.846,678.495,1813.197,992.733
14,38,1,1,971.680,49.349,1021.443,189.072
12,38,1,1,1499.333,-4.514,1550.305,127.313
11,38,1,1,1647.180,73.183,1712.535,228.482
8,38,1,1,1643.030,751.530,1767.762,1086.267
7,38,1,1,820.454,803.908,934.801,1135.366
6,38,1,1,716.695,492.293,808.462,753.432
5,38,1,1,908.302,184.804,970.185,362.808
4,38,1,1,838.638,173.061,900.309,347.369
3,38,1,1,431.095,178.123,499.781,349.740
2,38,1,1,59.047,373.810,165.851,599.356
16,39,1,1,1686.413,682.215,1809.982,997.009
14,39,1,1,973.822,48.827,1023.515,188.353
12,39,1,1,1500.456,-5.610,1551.379,126.090
11,39,1,1,1647.424,71.905,1712.684,226.976
8,39,1,1,1644.509,755.962,1769.639,1091.763
7,39,1,1,824.379,799.204,938.139,1128.963
6,39,1,1,712.259,494.959,804.282,756.829
5,39,1,1,911.128,183.557,972.861,361.128
4,39,1,1,841.637,171.973,903.174,345.903
3,39,1,1,434.695,176.769,503.165,347.845
2,39,1,1,52.985,375.978,160.199,602.391
16,40,1,1,1684.081,684.682,1807.229,1000.786
14,40,1,1,976.425,48.648,1026.103,188.280
12,40,1,1,1501.586,-4.990,1552.564,126.385
11,40,1,1,1646.405,73.554,1711.664,228.449
8,40,1,1,1644.738,759.848,1770.359,1097.899
7,40,1,1,827.316,798.454,940.812,1128.480
6,40,1,1,708.501,495.524,800.937,757.526
5,40,1,1,912.009,183.644,973.716,361.303
4,40,1,1,844.840,168.560,906.165,342.028
3,40,1,1,436.477,179.017,504.860,350.540
2,40,1,1,45.583,378.687,154.399,605.579
16,41,1,1,1680.719,688.339,1804.075,1004.978
14,41,1,1,978.605,48.164,1028.216,187.605
12,41,1,1,1502.714,-5.954,1553.643,125.294
11,41,1,1,1646.549,72.515,1711.714,227.186
8,41,1,1,1646.118,764.278,1772.139,1103.405
7,41,1,1,831.167,794.140,944.089,1122.495
6,41,1,1,704.127,497.997,796.818,760.723
5,41,1,1,914.679,182.521,976.240,359.760
4,41,1,1,847.854,167.282,909.042,340.365
3,41,1,1,439.930,177.989,508.105,348.988
2,41,1,1,39.455,380.877,148.693,608.649
16,42,1,1,1677.356,691.997,1800.920,1009.170
14,42,1,1,980.786,47.679,1030.328,186.929
